id,size,n,k,ssb,ssw,f,p,eta2,omega2
13802162,136,136,4,76.80854489164072,1258.1326315789472,2.6861841831340536,0.04918186673506155,0.05753702578469607,0.03586136719806857
15755791,59,59,2,13.163530099356752,372.25172413793103,2.0156285841279735,0.16113304072668758,0.034154149205657514,0.016922735095647595
11531980,67,67,4,55.34068013967416,205.8234989648033,5.64636345596229,0.0017184323967873616,0.21189996395920513,0.17221703758382365
17760190,169,169,6,175.37979900787758,468.2888400453771,12.209091822693864,4.6535606259439415e-10,0.27246907549486393,0.2490406131021326
17168032,153,153,4,41.07290032679694,379.96958333333333,5.368729864291983,0.001544724095929542,0.09755048937045364,0.07890247572952605
10197727,105,105,2,18.502770146520163,739.4591346153846,2.5772692984350436,0.11147030201805724,0.02441121384897616,0.014799302973492525
11016104,43,43,3,179.28604034297626,107.83023872679045,33.253388374152344,3.116412897121081e-09,0.624437043151466,0.6000252142181531
12262379,60,60,2,9.051129943502835,165.9322033898305,3.163735103847467,0.08053158162649643,0.051725668788472234,0.034807031788434924
17058654,214,214,5,30.583146954319314,1473.8701240737184,1.0841996199410435,0.36531622894359345,0.020328412682050895,0.0015713516398163981
19017438,81,81,5,334.84054925673973,325.1100680272109,19.56866631194446,4.195581774701339e-11,0.5073721282886097,0.47834374737987606
15009504,189,189,6,274.06434462224075,1076.9859199280252,9.313729016851369,6.400908455740846e-08,0.20285281148549317,0.18028750209754837
10525376,70,70,5,55.87668650793615,217.10902777777778,4.182212803621152,0.004479996978220528,0.20468721835551498,0.15386229867357293
12131955,73,73,2,7.8403729071537205,205.15277777777777,2.7134240269020253,0.10392642919531234,0.036810446166654125,0.022933282060330604
11905074,57,57,4,103.28508771929825,240.75,7.579244927826662,0.0002616829090568606,0.3002167261601224,0.2572102869490631
18116369,89,89,2,160.4355131542882,271.3734756097561,51.43424431242121,2.3068499917879196e-10,0.37154278240825556,0.36170629791212905
18495283,80,80,4,33.09355419799479,251.453320802005,3.3340981022186202,0.023787434357899536,0.11630264503166593,0.0804840189843151
10277119,47,47,2,8.026125617880984,145.3036616161616,2.4856610548379465,0.12189299161559704,0.05234550808858755,0.030641245731550273
13988529,158,158,2,48.64967943448964,3452.337662337662,2.198322045544482,0.1401784125220157,0.013895988384197882,0.007527227863630736
18659631,89,89,4,28.242729365548662,225.06625939849624,3.5554448165434724,0.017681968187717785,0.11149517237170181,0.0793071806568303
15746048,727,727,5,24.06581346770246,1617.7505551705362,2.6851354289675275,0.030454840623140907,0.01465804210958331,0.009186546650546513
10980425,65,65,3,81.22469474969478,454.15992063492064,5.544226654171496,0.006092989905642873,0.1517127919175333,0.12267030694403162
17550028,65,65,5,93.68788919413903,173.5967261904762,8.095304380165112,2.7435356628252988e-05,0.3505173279776119,0.3039285444568245
17304622,44,44,2,61.11111111111117,271.1388888888889,9.466243212785583,0.003675659106561932,0.18393110943901023,0.16136553132743514
19613377,108,108,7,80.07858391608421,715.483916083916,1.8840248754979014,0.09075227870920692,0.10065655924717944,0.046813371689894745
19878681,50,50,2,3.018775510204078,171.0612244897959,0.8470722977809582,0.3619844367805723,0.017341311524609822,-0.0030679374970202546
17170682,330,330,6,299.80833632210897,1036.9803000415282,18.734763035416044,2.3346339137193106e-16,0.22427504855042338,0.21179689763873857
15402103,118,118,5,21.829175542589045,526.5204007285975,1.171225669935654,0.32733023144173895,0.03980886734887056,0.005770764977503045
17514642,137,137,3,29.98873373532212,553.4565217391304,3.6303577270223806,0.02914657901846339,0.051399396008346226,0.0369793968577654
19693239,141,141,5,176.27245325596442,464.5466956802063,12.901315339090367,6.231052651974697e-09,0.27507363590584927,0.25240685765607246
17823467,46,46,2,6.726570048309168,200.07777777777778,1.4792701389073306,0.23037340230309933,0.03252625062779583,0.01031148160190533
18002320,65,65,3,63.6128205128203,122.44871794871796,16.104680138205367,2.329306706869144e-06,0.3418912959594282,0.31729401593191325
12731298,47,47,2,7.157446808510667,154.8,2.0806531420089143,0.15610090696213014,0.04419337887545997,0.022475841557666548
10076526,209,209,5,49.87385564347248,868.1883453134656,2.9297405932104787,0.02194437476999685,0.054325137873541346,0.03561738339980727
18166103,189,189,6,119.02356661513807,902.4288143372428,4.827264454441603,0.00035974497578676297,0.1165238525404023,0.09194129147329154
12909450,113,113,3,268.1180713135601,152.6518401908636,96.60213662546074,6.041645029200198e-25,0.637208279353742,0.6285390774021361
13012527,139,139,2,43.96755615915427,276.6331632653061,21.774523064059462,7.215032517044855e-06,0.13714116499203258,0.1300240029865725
11677789,68,68,5,131.36372549019615,143.35686274509803,14.432365753911816,2.031984352222638e-08,0.47817211783808883,0.44138421122206717
12158713,60,60,3,155.39814814814775,999.3518518518518,4.431719633095514,0.016258027120233116,0.13457297956107192,0.10264861247814204
18267266,74,74,2,53.31085907335922,174.53035714285716,21.99263163221547,1.2655493140136116e-05,0.2339825074615489,0.22099221035893593
16487303,204,204,4,221.98758141068186,842.9241832952011,17.556943302055707,3.706987259868069e-10,0.20845631419237107,0.19580820516312566
15154165,360,360,8,433.7460476031609,1555.5865912857291,14.02122514073799,4.701465935889526e-16,0.21803595795091504,0.2020367143709281
14937156,96,96,6,362.5533267642644,409.1940690690691,15.948324707158019,3.149032881387446e-11,0.469782377914964,0.437746941770898
18265471,139,139,6,80.21397751364115,1111.0737922705314,1.9203871216353288,0.09502153235844457,0.06733383784186221,0.032046473389698585
12405185,65,65,2,4.493492985002406,261.44496855345915,1.0827902316171998,0.3020512208041279,0.01689673979088027,0.001272075633551745
19950864,396,396,8,542.4061498354254,2993.065441073665,10.044818134235156,1.4826445133132996e-11,0.15341833073419045,0.13784418628526102
12239433,44,44,2,18.482558139534934,311.7674418604651,2.489892585409525,0.12208264726279215,0.0559653539425736,0.03275216758562746
15947954,214,214,2,44.238985313751776,592.0892857142857,15.83995034667977,9.46595203698775e-05,0.06952226913049185,0.06484859974929234
17875153,169,169,2,202.35065394132224,504.649346058678,66.96245516242399,6.737804600329624e-14,0.2862102601716014,0.2807361504493376
19602520,323,323,4,238.46377003938872,1234.7668801154095,20.53557473549312,3.4268356971640096e-12,0.1618645186443361,0.1535788561596952
11694406,53,53,2,17.470864414216734,673.7744186046511,1.3224219568476543,0.2555218217471024,0.025274479035743175,0.006046648764540019
14547986,97,97,4,8.70131302251631,255.79353233830844,1.0545251134076794,0.37237269134373324,0.03289785481696609,0.00168350474599428
18220139,54,54,3,4.068089430894286,119.26524390243902,0.8697947289041082,0.4251600981069517,0.03298450889914287,-0.004845785850229388
19464609,113,113,4,7.943211001214642,69.91519607843138,4.127905651875376,0.008166667647997542,0.10202123700127923,0.07667455433657466
15998488,70,70,7,689.4607142857143,226.025,32.02892379161597,2.3029098706920886e-17,0.753109200424443,0.726747738081617
16654685,138,138,7,255.07635751929223,247.2497294372294,22.524462015984074,4.082740026381967e-18,0.5077903858522286,0.4834300301766003
15977129,80,80,3,0.539939637826981,30.51006036217304,0.6813384113166727,0.5089631042818842,0.01738936031648891,-0.00803051513485363
16979454,136,136,3,22.863295318127513,263.8940576230492,5.761437572145933,0.003984287780310387,0.07973045881343982,0.06543902554735499
12078372,369,369,5,66.00748418751313,990.2364182515112,6.065906030470848,9.81499259473809e-05,0.06249265348192025,0.05205630032242261
12231709,49,49,3,36.34057902230678,115.11860465116278,7.260627594000405,0.0018178071950401308,0.23993645113427609,0.20352730368939176
15562436,58,58,3,168.1496994101634,259.9580592105263,17.787933745245674,1.101869472632025e-06,0.39277423971927294,0.3666453664113818
17274104,46,46,3,13.692391304347872,271.525,1.0841963467212201,0.3472378901193937,0.04800685975609771,0.0036473588015195936
14890100,141,141,3,44.56081034556608,447.7512463920231,6.86697343361954,0.0014353138812595236,0.09051334359117222,0.0768260567340578
11888387,159,159,5,46.30501632801167,714.9591346153846,2.493489546906039,0.045295617774578856,0.06082647694709937,0.036211522432104105
10257550,156,156,6,19.753454701834727,915.2257119648318,0.6474945287352384,0.6638253273291638,0.021127160268456673,-0.011427361497264995
11513738,51,51,2,0.012805122048818162,129.67346938775512,0.004838699722885175,0.9448263765379781,9.873922353942034e-05,-0.01990130007723892
19295124,44,44,3,89.23368298368305,145.74358974358975,12.551430250783708,5.5918288377985475e-05,0.37975452667395815,0.344290248267848
18174739,136,136,2,44.13054524135272,462.81063122923587,12.777349229499954,0.0004884602638193886,0.08705259562578276,0.0796965792857036
18487334,139,139,3,53.67747017174999,223.64986795774647,16.320456636122834,4.4377770340681653e-07,0.1935527544229541,0.18062219002011656
12580372,64,64,4,89.47130926724166,273.0560344827586,6.553329571106116,0.0006605316938282425,0.246798788587217,0.20654588450949657
17643239,766,766,4,12.872438705809683,1015.5534751323105,3.2195246349284385,0.022248689976490325,0.012516641726548206,0.008617744149443496
15365664,71,71,5,48.12363198800648,597.5946778711484,1.3287265720484136,0.268534616595722,0.0745272841937892,0.01818306011423719
11667015,62,62,3,99.15476190476193,170.34523809523807,17.17139562513104,1.326634321481487e-06,0.36792119445180677,0.34282207280116095
17571227,52,52,2,41.61381475667178,380.1938775510204,5.472709742818962,0.023351221799488522,0.09865589346890366,0.07920125956746231
11677206,58,58,2,6.988505747126462,344.6666666666667,1.1354632161675489,0.29118584427825733,0.019873177747270775,0.002330130503370211
15016626,42,42,2,16.002322880371647,132.40243902439025,4.834449576090909,0.03374162746784703,0.10782890437600019,0.08365868056788255
10505267,201,201,3,44.14728804644905,229.22584628190899,19.066704682260745,2.6746533936096557e-08,0.1614909532164276,0.15237586918415702
18843099,69,69,3,54.55191349637681,354.43359375,5.079126745108186,0.008877479248935173,0.13338348799610206,0.10573403519625851
17559795,288,288,5,24.75395812627836,656.5785071514994,2.667377196113561,0.0326577908805961,0.036331687374072545,0.022633861277221175
16502686,93,93,2,69.48759452912725,758.3081043956045,8.338788766065617,0.004848294974733972,0.08394292772889303,0.07314009722775905
15790618,43,43,4,12.702879291251367,72.07619047619048,2.2911509292492225,0.09328510952629915,0.14983508696305278,0.08263638706726885
15089660,47,47,3,59.13029381965511,183.2952380952381,7.0971099825108235,0.002131091782641121,0.243911164606266,0.206003558662101
12308349,48,48,4,9.148200757575744,196.4715909090909,0.6829160922975077,0.5672469397224387,0.044490857049432425,-0.020218427863567062
11713970,124,124,3,101.40752590452631,412.2759418374091,14.881186832976509,1.6664428647415724e-06,0.19741247727962988,0.1829331803089829
10763166,41,41,3,25.204841371722203,126.81954887218046,3.7761685033700125,0.03192903125715684,0.16579472103972545,0.11927085434907675
16269056,177,177,5,346.9018963583641,591.2845443196005,25.227754871513866,1.877142737398431e-16,0.3697579514234733,0.3538047489578604
17793030,303,303,5,124.97145591444972,2781.5945506862117,3.3471353556289003,0.010610638690061633,0.04299625593592095,0.030054051854025255
17963296,42,42,2,20.415940766550563,356.780487804878,2.288907769834764,0.13816329421340023,0.054125487995399874,0.029774550485030263
15158950,502,502,7,413.76841769488584,1716.2201281218481,19.89016088349041,7.34620178814245e-21,0.1942585177312436,0.18419213361735345
14215082,47,47,3,3.6222823984525996,200.9309090909091,0.39660504760819143,0.6749797826988551,0.01770826635399128,-0.026353031427025466
13455882,73,73,2,4.00019025875189,132.98611111111111,2.135662935011975,0.14832006532268147,0.029201388888888798,0.015318712884614087
13609406,346,346,9,89.66324747854843,1141.895278533012,3.3077151390679456,0.0011823616414997169,0.0728046987494176,0.05065476027547678
16648079,56,56,2,49.327266483516595,148.66826923076923,17.916885720753434,9.01147873368535e-05,0.24913322568392393,0.23200230719588436
13132422,66,66,4,141.7454077454077,221.70913770913774,13.212829762786802,9.004452247392266e-07,0.38999486873423833,0.3569663733594659
16706302,125,125,4,380.7061818181805,421.4818181818182,36.43134453479414,7.558528401978868e-17,0.4745847380142574,0.4595623672082842
18923751,43,43,3,35.533344239739385,174.01316738816737,4.0839833873578,0.02432391818268533,0.16957258779299653,0.1254468545135661
19304173,68,68,2,234.18052699803428,191.62462006079028,80.6572494545173,4.701151655446121e-13,0.5499711044255707,0.5394740166757206
12301379,140,140,3,68.62030413967875,424.02969586032106,11.08528690197296,3.4495170062743985e-05,0.13928814399610023,0.12593183207694172
17017180,210,210,11,245.76856760145938,1419.1552419223501,3.446271662742196,0.0003419178739949967,0.147615504202413,0.10433520936420342
13074311,180,180,3,60.633143939394145,677.004356060606,7.926142853586026,0.000504940388932792,0.08219910720292031,0.07145794364321778
15479994,64,64,2,0.0011340725806457629,186.96370967741936,0.0003760756572564377,0.9845901325891107,6.065699614426912e-06,-0.01586695170108657
16148544,47,47,3,42.916827852998004,195.63636363636363,4.826148857075054,0.01273549163832916,0.17990464761781189,0.1400178589777542
15586571,185,185,6,161.45354802854771,142.1680735930736,40.656364494085764,8.223076124340263e-28,0.531759059734402,0.5173264445269297
19682687,76,76,2,25.850913742690004,196.0701388888889,9.756547467144506,0.0025508324293046134,0.11648698235766873,0.1033141123467652
13354079,98,98,3,23.637649410046304,437.5562281409739,2.5660435728398645,0.08215632226890977,0.051253172604034315,0.030970261111767518
10489275,61,61,6,54.885788012837104,281.47486772486775,2.144929218800974,0.07360199980614689,0.16317541031207056,0.08579507616930207
18504767,110,110,6,188.45681818181774,511.39772727272725,7.665074772792907,3.6231345012462843e-06,0.26927998025563704,0.23251552021482877
12376697,86,86,3,18.308970099667633,322.5892857142857,2.3553859126281527,0.1011682244026192,0.05370801929142116,0.03055741449974103
16036071,140,140,4,105.40437457279508,392.88133971291865,12.162276912391937,4.2297664218111665e-07,0.2115340086036601,0.19302232103084957
13896515,121,121,5,106.29531680440822,256.630303030303,12.01169211480005,3.352772334110377e-08,0.2928845774316477,0.2668744675851598
12671496,48,48,2,49.46804748061991,145.77674418604653,15.609692731265742,0.0002656262893843557,0.2533642360359334,0.23334554274165956
12905732,87,87,2,13.346164127238728,710.3837209302326,1.5969171553224606,0.20979548074509366,0.018440808377256538,0.006814362590683839
13717348,100,100,3,49.521048387097025,282.80645161290323,8.492631031139544,0.0003992703518974797,0.14901279125891473,0.13032332834239807
18474069,556,556,9,297.9317222165829,3081.8020907330565,6.610119957999401,2.9280780479314083e-08,0.08815242226326843,0.07469193180807734
17683960,70,70,3,64.07012987012975,179.27272727272728,11.972536945812784,3.584291773588264e-05,0.26329159862093954,0.23867590685164855
16812975,66,66,6,15.801165011459048,123.1420168067227,1.5397992095185256,0.1911545149577811,0.11372393236349038,0.039287270598872256
12323655,50,50,2,97.11157894736803,141.3684210526316,32.97310498883084,6.192899424948271e-07,0.40721057928282534,0.3900438441753219
12366309,475,475,2,0.5686018607204388,772.0892928761217,0.3483388289441273,0.5553368414007568,0.0007359037739646699,-0.0013738030002691118
10822906,203,203,5,81.58635952170448,1423.0318670792808,2.8379721422636104,0.025530375841084085,0.054223960656127716,0.0349504281566788
15923752,283,283,4,106.02960022181762,875.9898344071566,11.256697775839486,5.403544043464632e-07,0.10797097947646793,0.09806573023325112
16238782,183,183,4,219.7157802340751,1418.7377716784933,9.240402618676454,1.0280674541704673e-05,0.13409948666387317,0.11901147750480791
15985181,62,62,4,3.0633301707779483,114.27941176470588,0.5182419334083228,0.6713844691159112,0.026105834244628413,-0.023867240428816577
18366346,391,391,4,54.738397043696935,713.9764367158946,9.890036779248385,2.685624045724103e-06,0.07120767629263137,0.06385448629823812
17241424,413,413,9,342.40495973889455,1927.4073889293852,8.971352172940998,2.3858878906888493e-11,0.15085165958313107,0.1337557062185476
13806674,90,90,3,68.24512195121892,221.75487804878048,13.387136422879465,8.534351149391696e-06,0.23532800672834156,0.21585214379055306
11760975,71,71,2,12.661684646888617,43.415780141843975,20.1230114437881,2.823490363833692e-05,0.22578917742787608,0.2121878878372322
17126413,270,270,5,180.00186335403674,756.6981366459627,15.759419601669187,1.3893339088484964e-11,0.192165969204694,0.17942528251645595
12528229,59,59,3,21.432203389830576,222.5,2.69708626928205,0.07615607368650738,0.0878613118399113,0.05439887092766967
14464839,285,285,8,448.7231665518196,1683.4926229218659,10.54748710614023,9.333509699839889e-12,0.21044922787227932,0.18995523974554704
16878560,140,140,7,109.62627736794822,517.479079774909,4.695936982379782,0.00022927108332675865,0.17481317312837896,0.1367383188376786
14210111,192,192,3,88.6404358084049,590.2957621082621,14.190380012177663,1.8123675444436433e-06,0.13055782867432955,0.12080166779075757
14839423,73,73,2,10.240487062404911,245.94444444444443,2.9562553570710364,0.08990288647361407,0.03997302652490754,0.026098627095923782
10461044,95,95,7,117.41648834673573,536.8835116532642,3.2076017578731575,0.0067757784078094005,0.17945359673962363,0.12236626021392795
18026902,188,188,4,290.1093958503226,942.6605509581881,18.875698426897483,1.020691255286478e-10,0.23533133379944898,0.22194156337638843
12532271,185,185,4,196.40663574021772,492.47985074626865,24.06162811541771,3.755802526573116e-13,0.28510740099133963,0.2721833146144474
16834971,344,344,7,222.61042509400326,2301.929545836228,5.431654311660416,2.229670460838341e-05,0.08817860982885399,0.07175026630187653
19347937,66,66,4,43.44184491978612,224.9558823529412,3.9909964520672525,0.011546285731730433,0.1618562323951555,0.1196829609337101
16962504,47,47,3,17.09327065808998,152.77906976744185,2.461410159457055,0.09698536466113346,0.10062421354336543,0.058546778812629506
19793749,241,241,3,7.362541611172302,664.5544708369605,1.3183907266865018,0.26951235253365696,0.010957516292595193,0.0026352836250464577
16583373,535,535,3,82.08657624697368,1755.8975359025574,12.435252533384,5.270754274308139e-06,0.044661200118304094,0.04099608217149027
13524074,120,120,2,136.0520456259419,526.845871040724,30.472178423165808,2.0411806237180767e-07,0.2052383062388697,0.19717501098918944
15456778,140,140,2,0.07936507936510012,1218.9920634920636,0.008984784462835942,0.9246206324173254,6.510289512576327e-05,-0.007129145048241016
19493097,436,436,4,80.93448190556941,1262.0030180944302,9.234974264958481,6.227383724278314e-06,0.06026675247773589,0.05362417802050507
12457358,978,978,10,177.4220929331993,4926.7356269032,3.873301353751449,7.69170993360713e-05,0.03476030770829827,0.025760284898283924
17013872,118,118,8,226.0216001975683,837.2178065820924,4.242346466094161,0.00035162495865378443,0.2125782761214076,0.16131486795267405
17589211,192,192,4,168.38753342246025,341.1905915775401,30.92783238546413,2.683888298987798e-16,0.33044498019309626,0.31862581756007424
12654170,200,200,4,118.80817525650191,1182.691824743498,6.56310794947921,0.0002993678205673485,0.09128557453438488,0.07701959446839617
10321613,188,188,3,93.59219046320041,1238.379884004884,6.990809306308059,0.0011835487240349208,0.07026588038685115,0.059913599538494
13338612,71,71,5,123.85008125677173,249.58653846153845,8.187646470571341,2.0058848590221312e-05,0.3316495349336496,0.2882247319951949
13106750,91,91,4,93.0235083435078,657.8940740740741,4.1004803786361315,0.009006964766956322,0.12387978457505053,0.09273487031263036
16613914,276,276,4,498.4628068542719,1240.1341134355841,36.442801359269936,7.901563618588928e-20,0.28670406638657164,0.2781075194616467
19962418,243,243,9,232.11668426647867,1304.1796120298177,5.20588801739317,5.325712754173088e-06,0.15108848783015727,0.12162463888370165
10704894,62,62,3,7.201681246582792,230.91525423728814,0.9200327517379147,0.40414665720120396,0.030244305101392525,-0.0025862601409304977
13392189,94,94,3,7.943885901332747,360.75824175824175,1.0019086653406513,0.3711915759595725,0.021545538540171914,4.060825176784232e-05
10014610,83,83,4,117.03093325683673,118.73412698412699,25.95559216244004,8.727542305050674e-12,0.49638794288358606,0.4742402306120024
11106897,41,41,5,156.4993224932253,83.30555555555556,16.907562683496163,6.919824896677218e-08,0.6526110885091769,0.6081439190637159
17585359,52,52,5,62.898686679174446,161.77439024390245,4.568458378152695,0.0033693100510244866,0.27995649296559716,0.2153766087771988
19650702,107,107,3,25.84551803838813,397.3413978494624,3.38239847463707,0.037743515363750896,0.06107352819300654,0.04263235901942095
13333021,127,127,4,25.7612929962703,454.94736842105266,2.3216158311076542,0.07847965764079726,0.053590240958662196,0.030274135153137975
17393760,91,91,5,26.456063302894226,343.0329476861167,1.6581653886281975,0.16715360247483163,0.07160175950044984,0.028116914662092124
19478022,95,95,4,75.97692554557102,224.24939024390244,10.277099998840775,6.8260888032882384e-06,0.25306550941672956,0.22658149834211885
17889075,205,205,4,332.72281771502014,645.5381578947369,34.533092295593484,4.803003304036294e-18,0.3401166212396765,0.32918689439193555
14844543,54,54,3,0.4081839904420767,67.01774193548387,0.15531248077998683,0.8565510047175763,0.006053813645666612,-0.03229506509779704
19130440,115,115,5,29.194141091219354,794.9275980392157,1.0099522044382794,0.405574200299345,0.035424549195878875,0.0003460438448414196
16239259,73,73,5,64.67569036747125,264.3174603174603,4.159720416980646,0.004503087164132256,0.19658673815191224,0.14758345066825737
15445857,122,122,3,37.90086606866683,915.5683962264151,2.463061788043634,0.08950632538995167,0.03975048548228625,0.023422831769090227
17687469,88,88,2,14.966333594566343,615.2126436781609,2.0921297739225833,0.1516944422693696,0.02374933809968918,0.012258431543773145
16808642,193,193,4,51.49152374354173,520.5317923186344,6.232022796135748,0.0004667830193118239,0.09001647712196552,0.0752101776981973
17704774,73,73,4,185.44744722387688,332.53200483091786,12.826709081184337,9.398360566188159e-07,0.35802085678923656,0.32706568608548164
13497321,50,50,5,112.06428571428594,201.43571428571428,6.258687635190254,0.000430559508787698,0.3574618364092053,0.2961191583081706
19291544,323,323,4,14.146727199845673,1018.0250994255413,1.4776341563344193,0.22052757735312492,0.013705786996819512,0.004416637332707523
15588831,68,68,3,0.2322963800904874,48.98461538461539,0.15412251976795055,0.857479309847324,0.004719848762576573,-0.025513493223284677
14188737,50,50,5,181.96794372294326,350.17705627705624,5.846012267758163,0.0007079681310002429,0.34195180584792384,0.2793732757105027
13496639,218,218,6,145.9312948259186,553.1019620548147,11.186882934987205,1.395963720126036e-09,0.20876159093932337,0.1893934427711716
17680528,350,350,5,532.2850355427148,1454.2071073144264,31.57018287466852,2.028572981079718e-22,0.2679522481156847,0.2589153512798296
15335133,89,89,3,3.2873124066943333,581.8138111888112,0.24295475763806465,0.7848434785654067,0.0056183662517915985,-0.01730667821953079
13865462,316,316,5,145.3587663134141,1582.403100775194,7.142076551373952,1.635859093343023e-05,0.08413125042419944,0.07213914435910991
11968677,61,61,4,19.18866023330617,140.36052009456264,2.5974864170294616,0.06108195639956581,0.1202679963248576,0.07284207499826971
